ID,COUNTRY_NAME,ISO2,ADMIN1,ADMIN2,SITE_NAME,SITE_CODE,LATITUDE,LONGITUDE,TEST_TYPE,INSECTICIDE_CLASS,INSECTICIDE_CONC,INSECTICIDE_INTENSITY,INSECTICIDE_TYPE,YEAR_START,VECTOR_SPECIES,STAGE_ORIGIN,MOSQUITO_NUMBER,TIME_HOLDING_POSTEXPOSURE,MORTALITY_ADJUSTED,RESISTANCE_INTENSITY,DATA_SOURCE,CITATION,CITATION_URL,DATA_CURATOR
IRInt92,Côte d’Ivoire,CI,Indenie-Djuablin,Bettie,Bettie,IRCI91,6.070502,-3.420461,WHO tube test,Pyrethroids,0.25%,5,Alpha-cypermethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),Not available,undefined,15.17,Moderate to high intensity,Not available,Kouassi B et al.(2020) Susceptibility of Anopheles gambiae from Cote d’Ivoire to insecticides used on insecticide_treated nets: evaluating the additional entomological impact of piperonyl butoxide and chlorfenapyr. Malar J 2020 19:454,https://pubmed.ncbi.nlm.nih.gov/33298071/,World Health Organization
IRDis558,Nigeria,NG,Ogun,Ipokia,Ipokia,IRNG48,6.525021,2.840258,WHO tube test,Pyrethroids,0.75%,1,Permethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,undefined,53,N/A,Nigerian Institute of Medical Research,"Oyeniyi AT et al. (2020) First report of N1575Y mutation in pyrethroid resistant Anopheles gambiae s.l. in Nigeria. Scientific African, Volume 10, November 2020, e00645.",https://www.sciencedirect.com/science/article/pii/S2468227620303811?via%3Dihub,World Health Organization
IRInt196,Benin,BJ,Outmt,Porto-Novo,Porto Novo,IRBJ104,6.4969,2.6289,WHO tube test,Pyrethroids,0.25%,5,Deltamethrin,2017,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),99,undefined,57.95,Moderate to high intensity,Centre de Recherches Entomologiques de Cotonou,"Sagbohan et al. (2021) Intensity and mechanisms of deltamethrin and permethrin resistance in Anopheles gambiae s.l. populations in southern Benin. Parasites Vectors 14, 202 (2021).",https://pubmed.ncbi.nlm.nih.gov/33853655/,World Health Organization
IRInt199,Benin,BJ,Zou,Bohicon,Bohicon,IRBJ25,7.1833,2.0692,WHO tube test,Pyrethroids,0.25%,5,Deltamethrin,2017,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),93,undefined,69.89,Moderate to high intensity,Centre de Recherches Entomologiques de Cotonou,"Sagbohan et al. (2021) Intensity and mechanisms of deltamethrin and permethrin resistance in Anopheles gambiae s.l. populations in southern Benin. Parasites Vectors 14, 202 (2021).",https://pubmed.ncbi.nlm.nih.gov/33853655/,World Health Organization
IRInt209,Benin,BJ,Littoral,Cotonou,Cotonou,IRBJ32,6.3667,2.4334,WHO tube test,Pyrethroids,7.50%,10,Permethrin,2017,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),91,undefined,95.6,High intensity,Centre de Recherches Entomologiques de Cotonou,"Sagbohan et al. (2021) Intensity and mechanisms of deltamethrin and permethrin resistance in Anopheles gambiae s.l. populations in southern Benin. Parasites Vectors 14, 202 (2021).",https://pubmed.ncbi.nlm.nih.gov/33853655/,World Health Organization
IRInt215,Benin,BJ,Zou,Bohicon,Bohicon,IRBJ25,7.1833,2.0692,WHO tube test,Pyrethroids,7.50%,10,Permethrin,2017,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),94,undefined,97.87,High intensity,Centre de Recherches Entomologiques de Cotonou,"Sagbohan et al. (2021) Intensity and mechanisms of deltamethrin and permethrin resistance in Anopheles gambiae s.l. populations in southern Benin. Parasites Vectors 14, 202 (2021).",https://pubmed.ncbi.nlm.nih.gov/33853655/,World Health Organization
IRInt223,Botswana,BW,Ngami,Ngami,Shorobe,IRBW10,-19.983278,23.418821,WHO tube test,Pyrethroids,0.50%,5,Deltamethrin,2016,An. arabiensis,F0_ADULTS_(FROM_WILD_LARVAE),80,undefined,92.5,High intensity,Botswana International University of Science and Technology,Buxton M et al. (2020) Spatial Anopheles arabiensis (Diptera:Culicidae) insecticide resistance patterns across malaria_endemic regions of Botswana. Malar J (2020) 19:439,https://pubmed.ncbi.nlm.nih.gov/33213466/,World Health Organization
IRInt227,Côte d’Ivoire,CI,Hambol,Dabakala,Dabakala,IRCI92,8.36333,-4.428611,WHO tube test,Pyrethroids,0.50%,10,Alpha-cypermethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),Not available,undefined,46.79,High intensity,Not available,Kouassi B et al.(2020) Susceptibility of Anopheles gambiae from Cote d’Ivoire to insecticides used on insecticide_treated nets: evaluating the additional entomological impact of piperonyl butoxide and chlorfenapyr. Malar J 2020 19:454,https://pubmed.ncbi.nlm.nih.gov/33298071/,World Health Organization
IRDis369,Benin,BJ,Atlantique,Allada,Allada,IRBJ13,6.6645,2.1598,WHO tube test,Pyrethroids,0.75%,1,Permethrin,2017,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),96,undefined,17.7,N/A,Centre de Recherches Entomologiques de Cotonou,"Sagbohan et al. (2021) Intensity and mechanisms of deltamethrin and permethrin resistance in Anopheles gambiae s.l. populations in southern Benin. Parasites Vectors 14, 202 (2021).",https://pubmed.ncbi.nlm.nih.gov/33853655/,World Health Organization
IRDis728,Cameroon,CM,Centre,Nkolbisson,Nkolbisson,IRCM149,3.87131,11.45426,WHO tube test,Pyrethroids,0.75%,1,Permethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),95,undefined,17.9,N/A,Not available,"Piameu M et al. (2021) Pyrethroid and Etofenprox Resistance in Anopheles gambiae and Anopheles coluzzii from Vegetable Farms in Yaoundé, Cameroon: Dynamics, Intensity and Molecular Basis. Molecules. 2021 Sep 13;26(18):5543.",https://pubmed.ncbi.nlm.nih.gov/34577014/,World Health Organization
IRDis729,Cameroon,CM,Centre,Nkolbisson,Nkolbisson,IRCM149,3.87131,11.45426,WHO tube test,Pyrethroids,0.50%,1,Etofenprox,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),84,undefined,25,N/A,Not available,"Piameu M et al. (2021) Pyrethroid and Etofenprox Resistance in Anopheles gambiae and Anopheles coluzzii from Vegetable Farms in Yaoundé, Cameroon: Dynamics, Intensity and Molecular Basis. Molecules. 2021 Sep 13;26(18):5543.",https://pubmed.ncbi.nlm.nih.gov/34577014/,World Health Organization
IRDis732,Cameroon,CM,Centre,Nkolndongo,Ekié,IRCM154,3.82,11.53,WHO tube test,Pyrethroids,0.75%,1,Permethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),90,undefined,10,N/A,Not available,"Piameu M et al. (2021) Pyrethroid and Etofenprox Resistance in Anopheles gambiae and Anopheles coluzzii from Vegetable Farms in Yaoundé, Cameroon: Dynamics, Intensity and Molecular Basis. Molecules. 2021 Sep 13;26(18):5543.",https://pubmed.ncbi.nlm.nih.gov/34577014/,World Health Organization
IRDis735,Cameroon,CM,Centre,Nkolndongo,Ekié,IRCM154,3.82,11.53,WHO tube test,Pyrethroids,0.05%,1,Alpha-cypermethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),93,undefined,7.5,N/A,Not available,"Piameu M et al. (2021) Pyrethroid and Etofenprox Resistance in Anopheles gambiae and Anopheles coluzzii from Vegetable Farms in Yaoundé, Cameroon: Dynamics, Intensity and Molecular Basis. Molecules. 2021 Sep 13;26(18):5543.",https://pubmed.ncbi.nlm.nih.gov/34577014/,World Health Organization
IRDis739,Cameroon,CM,Centre,Djoungolo,Nkolondom,IRCM104,3.947778,11.505,WHO tube test,Pyrethroids,0.05%,1,Alpha-cypermethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),85,undefined,3.2,N/A,Not available,"Piameu M et al. (2021) Pyrethroid and Etofenprox Resistance in Anopheles gambiae and Anopheles coluzzii from Vegetable Farms in Yaoundé, Cameroon: Dynamics, Intensity and Molecular Basis. Molecules. 2021 Sep 13;26(18):5543.",https://pubmed.ncbi.nlm.nih.gov/34577014/,World Health Organization
IRDis75,Côte d’Ivoire,CI,Belier,Yamoussoukro,Yamoussoukro,IRCI77,6.78168,-5.27089,WHO tube test,Pyrethroids,0.05%,1,Deltamethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),Not available,undefined,4.3,N/A,Not available,Kouassi B et al.(2020) Susceptibility of Anopheles gambiae from Cote d’Ivoire to insecticides used on insecticide_treated nets: evaluating the additional entomological impact of piperonyl butoxide and chlorfenapyr. Malar J 2020 19:454,https://pubmed.ncbi.nlm.nih.gov/33298071/,World Health Organization
IRDis64,Côte d’Ivoire,CI,Gbeke,Beoumi,Beoumi,IRCI90,7.672502,-5.593886,WHO tube test,Pyrethroids,0.05%,1,Deltamethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),Not available,undefined,6.7,N/A,Not available,Kouassi B et al.(2020) Susceptibility of Anopheles gambiae from Cote d’Ivoire to insecticides used on insecticide_treated nets: evaluating the additional entomological impact of piperonyl butoxide and chlorfenapyr. Malar J 2020 19:454,https://pubmed.ncbi.nlm.nih.gov/33298071/,World Health Organization
IRInt24,Côte d’Ivoire,CI,Indenie-Djuablin,Abengourou,Abengourou,IRCI1,6.729096,-3.49632,WHO tube test,Pyrethroids,0.25%,5,Deltamethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),Not available,undefined,28.44,Moderate to high intensity,Not available,Kouassi B et al.(2020) Susceptibility of Anopheles gambiae from Cote d’Ivoire to insecticides used on insecticide_treated nets: evaluating the additional entomological impact of piperonyl butoxide and chlorfenapyr. Malar J 2020 19:454,https://pubmed.ncbi.nlm.nih.gov/33298071/,World Health Organization
IRInt248,Ethiopia,ET,Oromiya,Bale,Awash,IRET171,8.174722,40.034444,WHO tube test,Pyrethroids,0.05%,1,Deltamethrin,2020,An. stephensi,F0_ADULTS_(FROM_WILD_LARVAE),Not available,undefined,14.92,N/A,Not available,"Balkew et al. (2021) An update on the distribution, bionomics, and insecticide susceptibility of Anopheles stephensi in Ethiopia, 2018–2020. Malar J 20, 263 (2021)",https://pubmed.ncbi.nlm.nih.gov/34107943/,World Health Organization
IRInt249,Ethiopia,ET,Oromiya,Bale,Awash,IRET171,8.174722,40.034444,WHO tube test,Pyrethroids,0.25%,5,Deltamethrin,2020,An. stephensi,F0_ADULTS_(FROM_WILD_LARVAE),Not available,undefined,56.02,Moderate to high intensity,Not available,"Balkew et al. (2021) An update on the distribution, bionomics, and insecticide susceptibility of Anopheles stephensi in Ethiopia, 2018–2020. Malar J 20, 263 (2021)",https://pubmed.ncbi.nlm.nih.gov/34107943/,World Health Organization
IRInt254,Ethiopia,ET,Oromiya,East Shewa,Metehara,IRET183,8.901,39.918,WHO tube test,Pyrethroids,0.05%,1,Deltamethrin,2020,An. stephensi,F0_ADULTS_(FROM_WILD_LARVAE),Not available,undefined,17.02,N/A,Not available,"Balkew et al. (2021) An update on the distribution, bionomics, and insecticide susceptibility of Anopheles stephensi in Ethiopia, 2018–2020. Malar J 20, 263 (2021)",https://pubmed.ncbi.nlm.nih.gov/34107943/,World Health Organization
IRInt274,Benin,BJ,Alibori,Malanville,Malanville,IRBJ82,11.85722,3.37924,WHO tube test,Pyrethroids,3.75%,5,Permethrin,2017,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),96,undefined,91,Moderate to high intensity,Centre de Recherches Entomologiques de Cotonou,"Kpanou CD et al. (2021) Characterization of resistance profile (intensity and mechanisms) of Anopheles gambiae in three communes of northern Benin, West Africa. Malar J. 2021 Jul 27;20(1):328.",https://pubmed.ncbi.nlm.nih.gov/34315480/,World Health Organization
IRInt281,Benin,BJ,Alibori,Malanville,Malanville,IRBJ82,11.85722,3.37924,WHO tube test,Pyrethroids,0.50%,5,Deltamethrin,2017,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),93,undefined,96,High intensity,Centre de Recherches Entomologiques de Cotonou,"Kpanou CD et al. (2021) Characterization of resistance profile (intensity and mechanisms) of Anopheles gambiae in three communes of northern Benin, West Africa. Malar J. 2021 Jul 27;20(1):328.",https://pubmed.ncbi.nlm.nih.gov/34315480/,World Health Organization
IRINt291,Nigeria,NG,Lagos,Ikorodu,Ikorodu,IRNG294,6.61526,3.5069,WHO tube test,Pyrethroids,7.50%,10,Permethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,undefined,84,High intensity,Nigerian Institute of Medical Research,"Oyeniyi AT et al. (2020) First report of N1575Y mutation in pyrethroid resistant Anopheles gambiae s.l. in Nigeria. Scientific African, Volume 10, November 2020, e00645.",https://www.sciencedirect.com/science/article/pii/S2468227620303811?via%3Dihub,World Health Organization
IRInt292,Nigeria,NG,Ogun,Ipokia,Ipokia,IRNG48,6.525021,2.840258,WHO tube test,Pyrethroids,3.75%,5,Permethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,undefined,69.3,Moderate to high intensity,Nigerian Institute of Medical Research,"Oyeniyi AT et al. (2020) First report of N1575Y mutation in pyrethroid resistant Anopheles gambiae s.l. in Nigeria. Scientific African, Volume 10, November 2020, e00645.",https://www.sciencedirect.com/science/article/pii/S2468227620303811?via%3Dihub,World Health Organization
IRInt296,Nigeria,NG,Oyo,Ori Ire,Ayede,IRNG14,8.007625,4.131669,WHO tube test,Pyrethroids,3.75%,5,Permethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,undefined,76,Moderate to high intensity,Nigerian Institute of Medical Research,"Oyeniyi AT et al. (2020) First report of N1575Y mutation in pyrethroid resistant Anopheles gambiae s.l. in Nigeria. Scientific African, Volume 10, November 2020, e00645.",https://www.sciencedirect.com/science/article/pii/S2468227620303811?via%3Dihub,World Health Organization
IRInt298,Nigeria,NG,Lagos,Ikorodu,Ikorodu,IRNG294,6.61526,3.5069,WHO tube test,Pyrethroids,0.25%,5,Deltamethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,undefined,72,Moderate to high intensity,Nigerian Institute of Medical Research,"Oyeniyi AT et al. (2020) First report of N1575Y mutation in pyrethroid resistant Anopheles gambiae s.l. in Nigeria. Scientific African, Volume 10, November 2020, e00645.",https://www.sciencedirect.com/science/article/pii/S2468227620303811?via%3Dihub,World Health Organization
IRInt352,Cameroon,CM,Centre,Djoungolo,Nkolondom,IRCM104,3.947778,11.505,WHO tube test,Pyrethroids,0.25%,5,Deltamethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),91,undefined,91,Moderate to high intensity,Not available,"Piameu M et al. (2021) Pyrethroid and Etofenprox Resistance in Anopheles gambiae and Anopheles coluzzii from Vegetable Farms in Yaoundé, Cameroon: Dynamics, Intensity and Molecular Basis. Molecules. 2021 Sep 13;26(18):5543.",https://pubmed.ncbi.nlm.nih.gov/34577014/,World Health Organization
IRInt359,Cameroon,CM,Centre,Nkolbisson,Nkolbisson,IRCM149,3.87131,11.45426,WHO tube test,Pyrethroids,5%,10,Etofenprox,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),87,undefined,75.7,High intensity,Not available,"Piameu M et al. (2021) Pyrethroid and Etofenprox Resistance in Anopheles gambiae and Anopheles coluzzii from Vegetable Farms in Yaoundé, Cameroon: Dynamics, Intensity and Molecular Basis. Molecules. 2021 Sep 13;26(18):5543.",https://pubmed.ncbi.nlm.nih.gov/34577014/,World Health Organization
IRDis66,Côte d’Ivoire,CI,Gbeke,Bouake Sud,Bouake,IRCI16,7.666667,-5.0166,WHO tube test,Pyrethroids,0.05%,1,Deltamethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),Not available,undefined,0,N/A,Not available,Kouassi B et al.(2020) Susceptibility of Anopheles gambiae from Cote d’Ivoire to insecticides used on insecticide_treated nets: evaluating the additional entomological impact of piperonyl butoxide and chlorfenapyr. Malar J 2020 19:454,https://pubmed.ncbi.nlm.nih.gov/33298071/,World Health Organization
IRDis745,Cameroon,CM,Centre,Nkolndongo,Ekié,IRCM154,3.82,11.53,WHO tube test,Pyrethroids,0.50%,1,Etofenprox,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),104,undefined,14.4,N/A,Not available,"Piameu M et al. (2021) Pyrethroid and Etofenprox Resistance in Anopheles gambiae and Anopheles coluzzii from Vegetable Farms in Yaoundé, Cameroon: Dynamics, Intensity and Molecular Basis. Molecules. 2021 Sep 13;26(18):5543.",https://pubmed.ncbi.nlm.nih.gov/34577014/,World Health Organization
IRDis747,Cameroon,CM,Centre,Nkolndongo,Ekié,IRCM154,3.82,11.53,WHO tube test,Pyrethroids,0.05%,1,Alpha-cypermethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),98,undefined,41.8,N/A,Not available,"Piameu M et al. (2021) Pyrethroid and Etofenprox Resistance in Anopheles gambiae and Anopheles coluzzii from Vegetable Farms in Yaoundé, Cameroon: Dynamics, Intensity and Molecular Basis. Molecules. 2021 Sep 13;26(18):5543.",https://pubmed.ncbi.nlm.nih.gov/34577014/,World Health Organization
IRMZS21004,Mozambique,MZ,Zambezia,Mocuba,Mocuba,IRMZ79,-16.8473,36.9673,WHO tube test,Pyrethroids,0.25%,5,Lambda-cyhalothrin,2021,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,undefined,100,Low intensity,Programa Nacional do Controlo da Malaria,Programa Nacional do Controlo da Malária,NA,World Health Organization
IRMZS21006,Mozambique,MZ,Cabo Delgado,Montepuez,Montepuez,IRMZ83,-13.1253,39.0017,WHO tube test,Pyrethroids,0.25%,5,Deltamethrin,2021,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,undefined,74,Moderate to high intensity,Programa Nacional do Controlo da Malaria,Programa Nacional do Controlo da Malária,NA,World Health Organization
IRMZS21015,Mozambique,MZ,Tete,Moatize,Moatize,IRMZ78,-16.1178,33.7288,WHO tube test,Pyrethroids,0.25%,5,Deltamethrin,2021,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,undefined,88,Moderate to high intensity,Programa Nacional do Controlo da Malaria,Programa Nacional do Controlo da Malária,NA,World Health Organization
IRInt371,Cameroon,CM,Centre,Nkolndongo,Ekié,IRCM154,3.82,11.53,WHO tube test,Pyrethroids,0.25%,5,Alpha-cypermethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),115,undefined,65.7,Moderate to high intensity,Not available,"Piameu M et al. (2021) Pyrethroid and Etofenprox Resistance in Anopheles gambiae and Anopheles coluzzii from Vegetable Farms in Yaoundé, Cameroon: Dynamics, Intensity and Molecular Basis. Molecules. 2021 Sep 13;26(18):5543.",https://pubmed.ncbi.nlm.nih.gov/34577014/,World Health Organization
IRInt379,Cameroon,CM,Centre,Djoungolo,Nkolondom,IRCM104,3.947778,11.505,WHO tube test,Pyrethroids,0.25%,5,Alpha-cypermethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),103,undefined,75,Moderate to high intensity,Not available,"Piameu M et al. (2021) Pyrethroid and Etofenprox Resistance in Anopheles gambiae and Anopheles coluzzii from Vegetable Farms in Yaoundé, Cameroon: Dynamics, Intensity and Molecular Basis. Molecules. 2021 Sep 13;26(18):5543.",https://pubmed.ncbi.nlm.nih.gov/34577014/,World Health Organization
IRInt380,Cameroon,CM,Centre,Djoungolo,Nkolondom,IRCM104,3.947778,11.505,WHO tube test,Pyrethroids,0.50%,10,Alpha-cypermethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),85,undefined,90,High intensity,Not available,"Piameu M et al. (2021) Pyrethroid and Etofenprox Resistance in Anopheles gambiae and Anopheles coluzzii from Vegetable Farms in Yaoundé, Cameroon: Dynamics, Intensity and Molecular Basis. Molecules. 2021 Sep 13;26(18):5543.",https://pubmed.ncbi.nlm.nih.gov/34577014/,World Health Organization
IRInt390,Cameroon,CM,Centre,Nkolndongo,Ekié,IRCM154,3.82,11.53,WHO tube test,Pyrethroids,3.75%,5,Permethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),104,undefined,60,Moderate to high intensity,Not available,"Piameu M et al. (2021) Pyrethroid and Etofenprox Resistance in Anopheles gambiae and Anopheles coluzzii from Vegetable Farms in Yaoundé, Cameroon: Dynamics, Intensity and Molecular Basis. Molecules. 2021 Sep 13;26(18):5543.",https://pubmed.ncbi.nlm.nih.gov/34577014/,World Health Organization
IRInt391,Cameroon,CM,Centre,Nkolndongo,Ekié,IRCM154,3.82,11.53,WHO tube test,Pyrethroids,7.50%,10,Permethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),101,undefined,94,High intensity,Not available,"Piameu M et al. (2021) Pyrethroid and Etofenprox Resistance in Anopheles gambiae and Anopheles coluzzii from Vegetable Farms in Yaoundé, Cameroon: Dynamics, Intensity and Molecular Basis. Molecules. 2021 Sep 13;26(18):5543.",https://pubmed.ncbi.nlm.nih.gov/34577014/,World Health Organization
IRInt395,Cameroon,CM,Centre,Nkolndongo,Ekié,IRCM154,3.82,11.53,WHO tube test,Pyrethroids,0.50%,5,Deltamethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),Not available,undefined,100,Low intensity,Not available,"Piameu M et al. (2021) Pyrethroid and Etofenprox Resistance in Anopheles gambiae and Anopheles coluzzii from Vegetable Farms in Yaoundé, Cameroon: Dynamics, Intensity and Molecular Basis. Molecules. 2021 Sep 13;26(18):5543.",https://pubmed.ncbi.nlm.nih.gov/34577014/,World Health Organization
IRDis717,Cameroon,CM,Centre,Nkolbisson,Nkolbisson,IRCM149,3.87131,11.45426,WHO tube test,Pyrethroids,0.50%,1,Etofenprox,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),98,undefined,14.3,N/A,Not available,"Piameu M et al. (2021) Pyrethroid and Etofenprox Resistance in Anopheles gambiae and Anopheles coluzzii from Vegetable Farms in Yaoundé, Cameroon: Dynamics, Intensity and Molecular Basis. Molecules. 2021 Sep 13;26(18):5543.",https://pubmed.ncbi.nlm.nih.gov/34577014/,World Health Organization
IRDis70,Côte d’Ivoire,CI,Goh,Gagnoa 1,Gagnoa,IRCI26,6.151442,-5.95154,WHO tube test,Pyrethroids,0.05%,1,Deltamethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),Not available,undefined,4.91,N/A,Not available,Kouassi B et al.(2020) Susceptibility of Anopheles gambiae from Cote d’Ivoire to insecticides used on insecticide_treated nets: evaluating the additional entomological impact of piperonyl butoxide and chlorfenapyr. Malar J 2020 19:454,https://pubmed.ncbi.nlm.nih.gov/33298071/,World Health Organization
IRDis773,Burkina Faso,BF,Gaoua,Kampti,Kampti,IRBF16,10.141369,-3.459326,WHO tube test,Pyrethroids,0.05%,1,Deltamethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),~100,undefined,11.2,N/A,Not available,Hien AS et al. (2021) Evidence supporting deployment of next generation insecticide treated nets in Burkina Faso: bioassays with either chlorfenapyr or piperonyl butoxide increase mortality of pyrethroid-resistant Anopheles gambiae. Malar J. 2021 Oct 18;20(1):406.,https://pubmed.ncbi.nlm.nih.gov/34663348/,World Health Organization
IRDis776,Burkina Faso,BF,Bobo,Orodara,Orodara,IRBF41,10.97475,-4.927154,WHO tube test,Pyrethroids,0.05%,1,Deltamethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),~100,undefined,31.54,N/A,Not available,Hien AS et al. (2021) Evidence supporting deployment of next generation insecticide treated nets in Burkina Faso: bioassays with either chlorfenapyr or piperonyl butoxide increase mortality of pyrethroid-resistant Anopheles gambiae. Malar J. 2021 Oct 18;20(1):406.,https://pubmed.ncbi.nlm.nih.gov/34663348/,World Health Organization
IRDis782,Burkina Faso,BF,Dedougou,Boromo,Boromo,IRBF5,11.750001,-2.933334,WHO tube test,Pyrethroids,0.05%,1,Deltamethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),~100,undefined,62.03,N/A,Not available,Hien AS et al. (2021) Evidence supporting deployment of next generation insecticide treated nets in Burkina Faso: bioassays with either chlorfenapyr or piperonyl butoxide increase mortality of pyrethroid-resistant Anopheles gambiae. Malar J. 2021 Oct 18;20(1):406.,https://pubmed.ncbi.nlm.nih.gov/34663348/,World Health Organization
IRDis783,Burkina Faso,BF,Ouagadougou,Boulmiougou,Ouagadougou,IRBF42,12.358651,-1.606883,WHO tube test,Pyrethroids,0.05%,1,Deltamethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),~100,undefined,26.56,N/A,Not available,Hien AS et al. (2021) Evidence supporting deployment of next generation insecticide treated nets in Burkina Faso: bioassays with either chlorfenapyr or piperonyl butoxide increase mortality of pyrethroid-resistant Anopheles gambiae. Malar J. 2021 Oct 18;20(1):406.,https://pubmed.ncbi.nlm.nih.gov/34663348/,World Health Organization
IRDis737,Cameroon,CM,Centre,Djoungolo,Nkolondom,IRCM104,3.947778,11.505,WHO tube test,Pyrethroids,0.50%,1,Etofenprox,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),91,undefined,38.9,N/A,Not available,"Piameu M et al. (2021) Pyrethroid and Etofenprox Resistance in Anopheles gambiae and Anopheles coluzzii from Vegetable Farms in Yaoundé, Cameroon: Dynamics, Intensity and Molecular Basis. Molecules. 2021 Sep 13;26(18):5543.",https://pubmed.ncbi.nlm.nih.gov/34577014/,World Health Organization
IRDis74,Côte d’Ivoire,CI,San-Pedro,San Pedro,San-Pedro,IRCI57,4.758807,-6.691275,WHO tube test,Pyrethroids,0.05%,1,Deltamethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),Not available,undefined,5.11,N/A,Not available,Kouassi B et al.(2020) Susceptibility of Anopheles gambiae from Cote d’Ivoire to insecticides used on insecticide_treated nets: evaluating the additional entomological impact of piperonyl butoxide and chlorfenapyr. Malar J 2020 19:454,https://pubmed.ncbi.nlm.nih.gov/33298071/,World Health Organization
IRDis785,Burkina Faso,BF,Ouahigouya,Seguenega,Seguenega,IRBF49,13.433971,-1.960708,WHO tube test,Pyrethroids,0.05%,1,Deltamethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),~100,undefined,24.9,N/A,Not available,Hien AS et al. (2021) Evidence supporting deployment of next generation insecticide treated nets in Burkina Faso: bioassays with either chlorfenapyr or piperonyl butoxide increase mortality of pyrethroid-resistant Anopheles gambiae. Malar J. 2021 Oct 18;20(1):406.,https://pubmed.ncbi.nlm.nih.gov/34663348/,World Health Organization
IRDis786,Burkina Faso,BF,Kaya,Kaya,Kaya,IRBF18,13.0859,-1.0824,WHO tube test,Pyrethroids,0.05%,1,Deltamethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),~100,undefined,11.41,N/A,Not available,Hien AS et al. (2021) Evidence supporting deployment of next generation insecticide treated nets in Burkina Faso: bioassays with either chlorfenapyr or piperonyl butoxide increase mortality of pyrethroid-resistant Anopheles gambiae. Malar J. 2021 Oct 18;20(1):406.,https://pubmed.ncbi.nlm.nih.gov/34663348/,World Health Organization
